FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
H,0.33,0.46875,0.39759036144578314,0.759493670886076,1.1290322580645162,1.064516129032258,L,W,D,D,D,D,L,L,W,D,0,0,0,0,0,0,0,0,0.0,-0.4838709677419355,0.06451612903225806,0.03225806451612903,-6.0
H,0.45,0.34375,0.3253012048192771,0.46835443037974683,1.7096774193548387,1.2258064516129032,L,W,D,L,W,L,D,L,L,L,0,0,0,0,0,0,1,0,0.5806451612903226,-0.12903225806451613,0.4838709677419355,0.1935483870967742,-8.0
NH,0.39,0.3125,0.6144578313253012,0.5316455696202531,1.064516129032258,1.096774193548387,D,L,L,D,L,W,L,D,L,L,0,0,0,0,0,0,0,0,-0.3870967741935484,-0.3870967741935484,-0.03225806451612903,-0.06451612903225806,1.0
H,0.42,0.375,0.4939759036144578,0.620253164556962,1.2903225806451613,1.032258064516129,L,W,D,W,L,D,W,W,D,L,0,0,0,0,0,0,0,0,0.03225806451612903,-0.41935483870967744,0.25806451612903225,-0.03225806451612903,-3.0
H,0.55,0.3020833333333333,0.30120481927710846,0.6455696202531646,0.09375,0.03125,W,D,W,W,W,D,W,L,L,D,1,0,0,0,0,0,0,0,0.9375,-0.6875,0.0625,0.25,-15.0
H,0.68,0.375,0.3855421686746988,0.4177215189873418,0.09375,0.09375,W,W,L,L,W,W,L,W,D,D,0,0,0,0,0,0,0,0,1.125,0.09375,0.0,0.03125,-10.0
NH,0.33,0.4479166666666667,0.5060240963855421,0.7215189873417721,0.0,0.09375,L,L,D,L,L,W,D,W,D,D,0,0,0,0,0,0,0,0,-0.28125,-0.4375,-0.09375,-0.25,-5.0
H,0.44,0.3854166666666667,0.43373493975903615,0.4936708860759494,0.09375,0.03125,W,D,D,D,L,D,W,L,D,L,0,0,0,0,0,0,0,0,0.25,-0.0625,0.0625,0.03125,-7.0
NH,0.36,0.4375,0.6385542168674698,0.5189873417721519,0.0,0.03125,L,W,D,W,D,D,W,D,W,W,0,0,0,0,0,0,0,0,-0.53125,0.03125,-0.03125,-0.09375,7.0
H,0.39,0.5,0.6385542168674698,0.5822784810126582,0.03125,0.09375,D,L,L,W,D,W,L,L,D,W,0,0,0,0,0,0,0,0,-0.4375,0.0625,-0.0625,-0.0625,-12.0
NH,0.45,0.6458333333333334,0.7590361445783133,0.379746835443038,0.0,0.09375,L,D,L,L,W,W,D,D,D,W,0,0,0,0,0,0,0,0,-0.5625,1.0,-0.09375,-0.15625,15.0
H,0.42,0.5208333333333334,0.4578313253012048,0.34177215189873417,0.0,0.09375,L,W,W,L,D,W,L,W,D,L,0,0,0,0,0,0,0,0,0.125,0.71875,-0.09375,0.0,2.0
H,0.31,0.34375,0.5180722891566265,0.5316455696202531,0.03125,0.0,D,W,L,D,L,L,L,D,L,L,0,0,0,0,0,0,0,0,-0.375,-0.28125,0.03125,0.125,-4.0
NH,0.45,0.3020833333333333,0.7590361445783133,0.6455696202531646,0.0,0.03125,L,D,L,L,W,D,W,L,L,D,0,0,0,0,0,0,0,0,-0.5625,-0.6875,-0.03125,-0.03125,2.0
H,0.45,0.4166666666666667,0.4939759036144578,0.6582278481012658,0.09090909090909091,0.030303030303030304,W,D,W,D,W,D,D,D,L,L,0,0,0,0,0,0,0,0,0.12121212121212122,-0.36363636363636365,0.06060606060606061,0.24242424242424243,-2.0
NH,0.46,0.6041666666666666,0.7108433734939759,0.3291139240506329,0.09090909090909091,0.09090909090909091,W,W,D,W,D,W,W,D,W,W,0,0,0,0,0,0,0,0,-0.3939393939393939,0.9696969696969697,0.0,-0.06060606060606061,17.0
NH,0.38,0.4166666666666667,0.6746987951807228,0.6708860759493671,0.0,0.09090909090909091,L,L,D,W,W,W,D,L,L,W,0,0,0,0,0,0,0,0,-0.5454545454545454,-0.3939393939393939,-0.09090909090909091,0.0,11.0
NH,0.63,0.46875,0.37349397590361444,0.4810126582278481,0.030303030303030304,0.09090909090909091,D,W,D,D,D,W,L,W,W,L,0,0,0,0,0,0,0,0,0.9696969696969697,0.21212121212121213,-0.06060606060606061,-0.06060606060606061,-4.0
NH,0.48,0.7291666666666666,0.5662650602409639,0.4050632911392405,0.0,0.09090909090909091,L,W,L,L,D,W,W,W,L,L,0,0,0,0,0,0,0,0,0.030303030303030304,1.1515151515151516,-0.09090909090909091,-0.15151515151515152,16.0
H,0.58,0.34375,0.3132530120481928,0.5443037974683544,0.09090909090909091,0.09090909090909091,W,W,D,W,W,W,D,W,L,D,0,0,0,0,0,0,0,0,0.9696969696969697,-0.30303030303030304,0.0,0.15151515151515152,-8.0
NH,0.47,0.65625,0.46987951807228917,0.3924050632911392,0.030303030303030304,0.030303030303030304,D,W,D,D,D,D,W,D,D,D,0,0,0,0,0,0,0,0,0.24242424242424243,0.9696969696969697,0.0,0.0,1.0
NH,0.4,0.40625,0.6385542168674698,0.5316455696202531,0.09090909090909091,0.0,W,D,L,L,W,L,D,W,L,D,0,0,0,0,0,0,0,0,-0.3939393939393939,-0.09090909090909091,0.09090909090909091,0.06060606060606061,-5.0
NH,0.46,0.5,0.7951807228915663,0.5949367088607594,0.0,0.0,L,L,D,L,L,L,W,L,L,D,0,0,0,0,0,0,0,0,-0.6060606060606061,0.030303030303030304,0.0,-0.09090909090909091,0.0
H,0.58,0.3958333333333333,0.3132530120481928,0.7088607594936709,0.09090909090909091,0.0,W,W,D,W,W,L,L,D,W,W,0,0,0,0,0,0,0,0,0.9696969696969697,-0.5454545454545454,0.09090909090909091,0.18181818181818182,-16.0
H,0.46,0.3541666666666667,0.46987951807228917,0.5822784810126582,0.029411764705882353,0.0,D,W,L,W,W,L,W,D,W,L,0,0,0,0,0,0,0,0,0.20588235294117646,-0.35294117647058826,0.029411764705882353,0.08823529411764706,-2.0
H,0.7,0.4895833333333333,0.3855421686746988,0.5189873417721519,0.029411764705882353,0.08823529411764706,D,W,W,W,L,W,W,D,W,D,0,0,0,0,0,0,0,0,1.1176470588235294,0.17647058823529413,-0.058823529411764705,-0.029411764705882353,-6.0
H,0.35,0.3333333333333333,0.5662650602409639,0.6708860759493671,0.0,0.08823529411764706,L,L,L,L,D,W,L,D,W,L,0,0,0,0,0,0,0,0,-0.35294117647058826,-0.6176470588235294,-0.08823529411764706,-0.17647058823529413,-3.0
NH,0.49,0.4895833333333333,0.4939759036144578,0.7848101265822784,0.029411764705882353,0.0,D,D,W,D,D,L,W,W,D,W,0,0,0,0,0,0,0,0,0.23529411764705882,-0.4411764705882353,0.029411764705882353,-0.08823529411764706,-14.0
NH,0.37,0.3854166666666667,0.6867469879518072,0.45569620253164556,0.029411764705882353,0.029411764705882353,D,L,L,W,D,D,L,W,L,W,0,0,0,0,0,0,0,0,-0.5882352941176471,0.029411764705882353,0.0,-0.058823529411764705,3.0
H,0.48,0.6875,0.5301204819277109,0.43037974683544306,0.08823529411764706,0.029411764705882353,W,W,L,L,W,D,D,W,D,D,0,0,0,0,0,0,0,0,0.11764705882352941,0.9411764705882353,0.058823529411764705,0.058823529411764705,11.0
NH,0.4,0.53125,0.6506024096385542,0.379746835443038,0.0,0.08823529411764706,L,D,D,D,L,W,L,W,L,W,0,0,0,0,0,0,0,0,-0.4117647058823529,0.6176470588235294,-0.08823529411764706,-0.17647058823529413,5.0
H,0.4,0.3854166666666667,0.5180722891566265,0.7215189873417721,0.029411764705882353,0.029411764705882353,D,L,D,W,L,D,L,L,W,D,0,0,0,0,0,0,0,0,-0.08823529411764706,-0.5882352941176471,0.0,0.0,-4.0
H,0.37,0.5,0.43373493975903615,0.5569620253164557,0.029411764705882353,0.08823529411764706,D,L,W,L,W,W,W,L,L,W,0,0,0,0,0,0,0,0,0.029411764705882353,0.11764705882352941,-0.058823529411764705,-0.058823529411764705,-2.0
H,0.4,0.5,0.6506024096385542,0.5569620253164557,0.0,0.08823529411764706,L,D,D,D,L,W,W,L,L,W,0,0,0,0,0,0,0,0,-0.4117647058823529,0.11764705882352941,-0.08823529411764706,-0.17647058823529413,-4.0
NH,0.48,0.4479166666666667,0.8433734939759037,0.5443037974683544,0.02857142857142857,0.08571428571428572,D,L,L,L,D,W,D,L,D,W,0,0,0,0,0,0,0,0,-0.6285714285714286,0.0,-0.05714285714285714,-0.17142857142857143,7.0
H,0.64,0.5208333333333334,0.3253012048192771,0.5443037974683544,0.08571428571428572,0.0,W,W,W,W,D,L,D,D,W,D,0,0,0,0,0,0,0,0,1.0571428571428572,0.2,0.08571428571428572,0.2,-3.0
NH,0.39,0.4166666666666667,0.5903614457831325,0.45569620253164556,0.08571428571428572,0.08571428571428572,W,L,L,L,L,W,D,L,W,L,0,0,1,0,0,0,0,0,-0.2857142857142857,0.11428571428571428,0.0,-0.11428571428571428,1.0
H,0.49,0.4479166666666667,0.7710843373493976,0.6962025316455697,0.02857142857142857,0.02857142857142857,D,L,W,W,D,D,W,W,D,L,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.34285714285714286,0.0,0.0,12.0
NH,0.34,0.4895833333333333,0.6867469879518072,0.5316455696202531,0.0,0.0,L,W,L,D,W,L,W,W,D,W,0,0,0,0,0,0,0,0,-0.6571428571428571,0.14285714285714285,0.0,-0.08571428571428572,8.0
H,0.67,0.7395833333333334,0.43373493975903615,0.4050632911392405,0.0,0.08571428571428572,L,D,D,W,D,W,D,W,W,W,0,0,0,0,1,0,0,0,0.8857142857142857,1.1142857142857143,-0.08571428571428572,-0.2,1.0
NH,0.34,0.3854166666666667,0.6144578313253012,0.759493670886076,0.0,0.0,L,L,W,D,W,L,D,L,L,W,0,0,0,0,0,0,0,0,-0.4857142857142857,-0.6571428571428571,0.0,0.08571428571428572,-6.0
H,0.51,0.5104166666666666,0.46987951807228917,0.6075949367088608,0.08571428571428572,0.02857142857142857,W,D,W,L,W,D,D,L,W,L,0,0,0,0,0,0,0,0,0.34285714285714286,0.02857142857142857,0.05714285714285714,0.14285714285714285,-11.0
H,0.53,0.40625,0.37349397590361444,0.7721518987341772,0.08571428571428572,0.0,W,W,L,W,L,L,L,L,L,D,0,0,0,0,0,0,0,0,0.6285714285714286,-0.6285714285714286,0.08571428571428572,0.22857142857142856,-12.0
NH,0.43,0.3541666666666667,0.6626506024096386,0.7215189873417721,0.02857142857142857,0.0,D,W,W,D,L,L,W,L,D,W,0,0,0,0,0,0,0,0,-0.34285714285714286,-0.6571428571428571,0.02857142857142857,0.02857142857142857,-10.0
NH,0.48,0.40625,0.5783132530120482,0.6582278481012658,0.0,0.0,L,L,W,W,L,L,W,L,L,L,0,0,0,0,0,0,1,0,0.0,-0.3611111111111111,0.0,0.08333333333333333,1.0
H,0.48,0.5625,0.5180722891566265,0.4177215189873418,0.027777777777777776,0.0,D,L,W,W,D,L,W,W,L,W,0,0,0,0,0,0,0,0,0.1388888888888889,0.5833333333333334,0.027777777777777776,-0.027777777777777776,3.0
H,0.49,0.3645833333333333,0.6144578313253012,0.6582278481012658,0.0,0.027777777777777776,L,D,D,L,W,D,L,L,W,D,0,0,0,0,0,0,0,0,-0.05555555555555555,-0.4722222222222222,-0.027777777777777776,0.0,9.0
NH,0.51,0.5,0.5301204819277109,0.8860759493670886,0.027777777777777776,0.027777777777777776,D,L,D,D,W,D,D,L,L,L,0,0,0,0,0,0,1,0,0.19444444444444445,-0.6111111111111112,0.0,0.1111111111111111,-14.0
NH,0.4,0.4270833333333333,0.7590361445783133,0.6962025316455697,0.0,0.08333333333333333,L,L,L,L,L,W,L,L,D,D,0,0,1,1,0,0,0,0,-0.6388888888888888,-0.3888888888888889,-0.08333333333333333,-0.1388888888888889,7.0
H,0.71,0.6875,0.39759036144578314,0.35443037974683544,0.0,0.08333333333333333,L,W,D,W,W,W,W,W,W,W,0,0,0,0,1,1,0,0,1.0555555555555556,1.0555555555555556,-0.08333333333333333,-0.1388888888888889,1.0
H,0.43,0.7083333333333334,0.5180722891566265,0.45569620253164556,0.027777777777777776,0.08333333333333333,D,W,D,L,D,W,L,D,D,W,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,-0.05555555555555555,-0.05555555555555555,8.0
H,0.38,0.53125,0.7349397590361446,0.8227848101265823,0.027777777777777776,0.08333333333333333,D,L,D,L,L,W,D,L,W,W,0,0,0,0,0,0,0,0,-0.6388888888888888,-0.3888888888888889,-0.05555555555555555,-0.2222222222222222,-3.0
NH,0.43,0.5625,0.43373493975903615,0.4936708860759494,0.08333333333333333,0.08333333333333333,W,W,D,L,W,W,W,D,W,L,0,0,0,0,0,0,0,0,0.19444444444444445,0.4166666666666667,0.0,0.0,5.0
H,0.54,0.53125,0.39759036144578314,0.5569620253164557,0.0,0.027777777777777776,L,W,W,L,W,D,L,D,D,W,0,0,0,0,0,0,0,0,0.5833333333333334,0.19444444444444445,-0.027777777777777776,0.08333333333333333,1.0
NH,0.42,0.7604166666666666,0.6746987951807228,0.43037974683544306,0.02702702702702703,0.08108108108108109,D,W,L,L,D,W,L,W,D,W,0,0,0,0,0,0,0,0,-0.3783783783783784,1.054054054054054,-0.05405405405405406,-0.13513513513513514,8.0
H,0.49,0.5104166666666666,0.8554216867469879,0.6329113924050633,0.02702702702702703,0.0,D,D,D,L,L,L,L,L,W,W,0,0,0,0,0,0,0,0,-0.5945945945945946,-0.02702702702702703,0.02702702702702703,-0.08108108108108109,4.0
NH,0.41,0.4270833333333333,0.6385542168674698,0.7848101265822784,0.08108108108108109,0.08108108108108109,W,L,W,L,L,W,D,L,D,L,0,0,0,0,0,0,0,0,-0.32432432432432434,-0.5675675675675675,0.0,0.02702702702702703,-2.0
H,0.52,0.5208333333333334,0.8192771084337349,0.5569620253164557,0.0,0.08108108108108109,L,W,D,L,W,W,D,L,W,W,0,0,0,0,0,0,0,0,-0.43243243243243246,0.16216216216216217,-0.08108108108108109,-0.08108108108108109,10.0
NH,0.69,0.46875,0.46987951807228917,0.7341772151898734,0.0,0.02702702702702703,L,W,L,D,D,D,L,D,W,W,0,0,0,0,0,0,0,0,0.8108108108108109,-0.35135135135135137,-0.02702702702702703,-0.08108108108108109,-3.0
NH,0.36,0.46875,0.6506024096385542,0.5189873417721519,0.0,0.0,L,D,L,L,W,L,W,W,D,L,0,0,0,0,0,0,0,0,-0.4864864864864865,0.10810810810810811,0.0,-0.08108108108108109,-3.0
NH,0.67,0.53125,0.3614457831325301,0.6582278481012658,0.0,0.08108108108108109,L,W,W,W,W,W,L,D,D,L,1,0,0,0,0,0,0,0,1.0,-0.02702702702702703,-0.08108108108108109,0.1891891891891892,-17.0
NH,0.59,0.53125,0.4939759036144578,0.569620253164557,0.08108108108108109,0.0,W,W,W,D,W,L,D,L,D,D,0,0,0,0,0,0,0,0,0.4864864864864865,0.16216216216216217,0.08108108108108109,0.2702702702702703,3.0
H,0.36,0.4270833333333333,0.7108433734939759,0.810126582278481,0.02702702702702703,0.02702702702702703,D,D,L,W,L,D,L,L,L,L,0,0,0,0,0,0,1,0,-0.6216216216216216,-0.6216216216216216,0.0,0.10810810810810811,-1.0
H,0.55,0.4791666666666667,0.39759036144578314,0.5569620253164557,0.08108108108108109,0.08108108108108109,W,L,W,W,L,W,D,W,D,L,0,0,0,0,0,0,0,0,0.5945945945945946,0.05405405405405406,0.0,0.02702702702702703,-6.0
H,0.47,0.6145833333333334,0.7108433734939759,0.5443037974683544,0.07894736842105263,0.0,W,D,L,D,W,L,W,W,W,D,0,0,0,0,0,0,0,0,-0.3157894736842105,0.42105263157894735,0.07894736842105263,-0.05263157894736842,-1.0
NH,0.52,0.6041666666666666,0.6506024096385542,0.4177215189873418,0.0,0.07894736842105263,L,L,L,L,W,W,W,L,W,W,0,0,0,0,0,0,0,0,-0.05263157894736842,0.6578947368421053,-0.07894736842105263,-0.23684210526315788,9.0
H,0.5,0.71875,0.5421686746987951,0.4050632911392405,0.0,0.02631578947368421,L,W,D,L,W,D,L,W,W,W,0,0,0,0,1,0,0,0,0.13157894736842105,0.9736842105263158,-0.02631578947368421,-0.07894736842105263,7.0
NH,0.47,0.7291666666666666,0.4939759036144578,0.5189873417721519,0.07894736842105263,0.0,W,L,W,W,D,L,L,W,L,D,0,0,0,0,0,0,0,0,0.15789473684210525,0.7631578947368421,0.07894736842105263,0.15789473684210525,9.0
H,0.74,0.5520833333333334,0.42168674698795183,0.9367088607594937,0.02631578947368421,0.07894736842105263,D,W,L,W,D,W,D,D,D,L,0,0,0,0,0,0,0,0,1.0263157894736843,-0.5526315789473685,-0.05263157894736842,0.05263157894736842,-16.0
NH,0.53,0.5520833333333334,0.6506024096385542,0.8607594936708861,0.02631578947368421,0.07894736842105263,D,W,L,D,D,W,L,W,D,L,0,0,0,0,0,0,0,0,-0.02631578947368421,-0.39473684210526316,-0.05263157894736842,-0.02631578947368421,0.0
NH,0.46,0.40625,0.5662650602409639,0.7721518987341772,0.0,0.07894736842105263,L,W,D,W,D,W,D,D,L,W,0,0,0,0,0,0,0,0,-0.02631578947368421,-0.5789473684210527,-0.07894736842105263,0.0,-5.0
H,0.53,0.375,0.5421686746987951,0.7088607594936709,0.07894736842105263,0.0,W,L,D,L,D,L,L,D,L,L,0,0,0,0,0,0,0,0,0.21052631578947367,-0.5263157894736842,0.07894736842105263,0.10526315789473684,-5.0
NH,0.43,0.4375,0.8072289156626506,0.7088607594936709,0.0,0.0,L,D,L,L,L,L,W,L,W,L,0,0,1,0,0,0,0,0,-0.631578947368421,-0.3684210526315789,0.0,-0.13157894736842105,4.0
NH,0.44,0.4479166666666667,0.7590361445783133,0.7215189873417721,0.07894736842105263,0.02631578947368421,W,W,D,L,D,D,D,W,L,L,0,0,0,0,0,0,0,0,-0.5,-0.3684210526315789,0.05263157894736842,0.07894736842105263,5.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-4.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0
H,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-15.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0
H,0.0,0.010416666666666666,0.0,0.02531645569620253,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0,0,0,0,0,0,0,0.0,-0.5,0.5,0.5,-6.0
H,0.0,0.010416666666666666,0.0,0.02531645569620253,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0,0,0,0,0,0,0,0.0,-0.5,0.5,0.5,-9.0
NH,0.0,0.0,0.012048192771084338,0.05063291139240506,0.0,0.0,L,M,M,M,M,L,M,M,M,M,0,0,0,0,0,0,0,0,-0.5,-2.0,0.0,0.0,-11.0
NH,0.01,0.0,0.012048192771084338,0.0,0.5,0.5,D,M,M,M,M,D,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0
NH,0.0,0.010416666666666666,0.04819277108433735,0.012658227848101266,0.0,0.5,L,M,M,M,M,D,M,M,M,M,0,0,0,0,0,0,0,0,-2.0,0.0,-0.5,-0.5,2.0
NH,0.04,0.041666666666666664,0.0,0.0,1.5,1.5,W,M,M,M,M,W,M,M,M,M,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,11.0
NH,0.01,0.0,0.012048192771084338,0.0,0.5,0.5,D,M,M,M,M,D,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0
H,0.02,0.0,0.012048192771084338,0.0,1.5,0.5,W,M,M,M,M,D,M,M,M,M,0,0,0,0,0,0,0,0,0.5,0.0,1.0,1.0,9.0
H,0.02,0.0,0.012048192771084338,0.0379746835443038,1.5,0.0,W,M,M,M,M,L,M,M,M,M,0,0,0,0,0,0,0,0,0.5,-1.5,1.5,1.5,-4.0
NH,0.0,0.020833333333333332,0.0,0.012658227848101266,0.5,1.5,D,M,M,M,M,W,M,M,M,M,0,0,0,0,0,0,0,0,0.0,0.5,-1.0,-1.0,-8.0
NH,0.02,0.010416666666666666,0.060240963855421686,0.012658227848101266,0.0,1.0,L,L,M,M,M,W,L,M,M,M,0,0,0,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,8.0
H,0.02,0.020833333333333332,0.012048192771084338,0.02531645569620253,1.3333333333333333,0.6666666666666666,W,D,M,M,M,D,D,M,M,M,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,-16.0
H,0.03,0.0625,0.012048192771084338,0.0379746835443038,1.3333333333333333,1.0,W,D,M,M,M,L,W,M,M,M,0,0,0,0,0,0,0,0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,-8.0
NH,0.0,0.010416666666666666,0.04819277108433735,0.02531645569620253,0.3333333333333333,0.3333333333333333,D,L,M,M,M,L,D,M,M,M,0,0,0,0,0,0,0,0,-1.3333333333333333,-0.3333333333333333,0.0,0.0,8.0
H,0.01,0.010416666666666666,0.012048192771084338,0.05063291139240506,0.6666666666666666,1.0,D,D,M,M,M,W,L,M,M,M,0,0,0,0,0,0,0,0,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,-2.0
H,0.05,0.0,0.012048192771084338,0.02531645569620253,2.0,0.3333333333333333,W,W,M,M,M,L,D,M,M,M,0,0,0,0,0,0,0,0,1.3333333333333333,-0.6666666666666666,1.6666666666666667,1.6666666666666667,-3.0
H,0.01,0.0,0.0,0.02531645569620253,1.3333333333333333,0.3333333333333333,W,D,M,M,M,L,D,M,M,M,0,0,0,0,0,0,0,0,0.3333333333333333,-0.6666666666666666,1.0,1.0,4.0
NH,0.01,0.07291666666666667,0.0963855421686747,0.02531645569620253,0.0,2.0,L,L,M,M,M,W,W,M,M,M,0,0,0,0,0,0,0,0,-2.3333333333333335,1.6666666666666667,-2.0,-2.0,2.0
NH,0.02,0.010416666666666666,0.04819277108433735,0.012658227848101266,0.0,0.6666666666666666,L,L,M,M,M,D,D,M,M,M,0,0,0,0,0,0,0,0,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,-2.0
H,0.0,0.0,0.024096385542168676,0.05063291139240506,0.3333333333333333,0.3333333333333333,L,D,M,M,M,D,L,M,M,M,0,0,0,0,0,0,0,0,-0.6666666666666666,-1.3333333333333333,0.0,0.0,-14.0
NH,0.07,0.13541666666666666,0.07228915662650602,0.0379746835443038,0.75,2.25,L,L,W,M,M,W,W,W,M,M,0,0,0,0,0,0,0,0,0.25,2.5,-1.5,-1.5,13.0
NH,0.03,0.03125,0.03614457831325301,0.012658227848101266,1.0,1.25,D,W,L,M,M,D,W,D,M,M,0,0,0,0,0,0,0,0,0.0,0.5,-0.25,-0.25,-2.0
H,0.12,0.03125,0.03614457831325301,0.012658227848101266,2.25,1.25,W,W,W,M,M,W,D,D,M,M,0,0,0,0,0,0,0,0,2.25,0.5,1.0,1.0,-13.0
H,0.02,0.0625,0.012048192771084338,0.02531645569620253,1.25,1.75,W,D,D,M,M,W,W,D,M,M,0,0,0,0,0,0,0,0,0.25,1.0,-0.5,-0.5,7.0
NH,0.01,0.052083333333333336,0.024096385542168676,0.02531645569620253,0.5,1.75,D,L,D,M,M,W,W,D,M,M,0,0,0,0,0,0,0,0,-0.25,0.75,-1.25,-1.25,8.0
NH,0.04,0.03125,0.012048192771084338,0.10126582278481013,1.75,0.75,D,W,W,M,M,W,L,L,M,M,0,0,0,0,0,0,0,0,0.75,-1.25,1.0,1.0,12.0
NH,0.01,0.020833333333333332,0.04819277108433735,0.0759493670886076,0.25,0.0,L,L,D,M,M,L,L,L,M,M,0,0,0,0,0,0,0,0,-0.75,-1.0,0.25,0.25,-7.0
NH,0.03,0.020833333333333332,0.060240963855421686,0.06329113924050633,0.5,0.0,L,D,D,M,M,L,L,L,M,M,0,0,0,0,0,0,0,0,-0.5,-0.75,0.5,0.5,7.0
NH,0.01,0.03125,0.07228915662650602,0.012658227848101266,0.75,1.75,L,W,L,M,M,W,W,D,M,M,0,0,0,0,0,0,0,0,-1.25,0.5,-1.0,-1.0,6.0
NH,0.03,0.03125,0.012048192771084338,0.012658227848101266,1.25,1.75,D,W,D,M,M,W,W,D,M,M,0,0,0,0,0,0,0,0,0.5,0.5,-0.5,-0.5,-3.0
H,0.03,0.03125,0.08433734939759036,0.12658227848101267,0.2,0.8,D,L,L,L,M,W,L,L,D,M,0,0,0,0,0,0,0,0,-0.8,-1.4,-0.6,-0.6,11.0
NH,0.07,0.03125,0.13253012048192772,0.0759493670886076,0.6,0.4,L,L,L,W,M,L,L,D,D,M,0,0,0,0,0,0,0,0,-0.8,-0.6,0.2,0.2,-4.0
H,0.06,0.03125,0.04819277108433735,0.05063291139240506,1.4,1.0,W,D,W,L,M,L,W,D,D,M,0,0,0,0,0,0,0,0,0.4,-0.2,0.4,0.4,-9.0
H,0.0,0.03125,0.060240963855421686,0.06329113924050633,0.4,0.6,L,D,D,L,M,W,L,L,L,M,0,0,0,0,0,0,0,0,-1.0,-0.4,-0.2,-0.2,7.0
NH,0.04,0.010416666666666666,0.03614457831325301,0.0759493670886076,1.4,0.8,L,D,W,W,M,D,L,W,L,M,0,0,0,0,0,0,0,0,0.2,-1.0,0.6,0.6,-1.0
NH,0.02,0.15625,0.060240963855421686,0.0379746835443038,0.4,2.4,D,L,L,D,M,W,W,W,W,M,0,0,0,0,0,0,0,0,-0.6,2.4,-2.0,-2.0,5.0
H,0.18,0.07291666666666667,0.03614457831325301,0.0379746835443038,2.4,2.0,W,W,W,W,M,W,W,W,D,M,0,0,0,0,0,0,0,0,3.0,0.8,0.4,0.4,-1.0
H,0.02,0.03125,0.04819277108433735,0.012658227848101266,0.4,1.6,L,D,L,D,M,W,W,D,D,M,0,0,0,0,0,0,0,0,-0.4,0.4,-1.2,-1.2,-3.0
H,0.07,0.0625,0.0963855421686747,0.0379746835443038,1.2,1.4,W,W,L,L,M,L,W,W,D,M,0,0,0,0,0,0,0,0,-0.2,0.6,-0.2,-0.2,-1.0
H,0.03,0.07291666666666667,0.12048192771084337,0.13924050632911392,0.8,0.6,W,L,L,D,M,L,L,L,W,M,0,0,0,0,0,0,0,0,-1.4,-0.8,0.2,0.2,-10.0
H,0.08,0.03125,0.07228915662650602,0.06329113924050633,1.6666666666666667,0.8333333333333334,L,W,W,W,D,W,L,D,D,L,0,0,0,0,0,0,0,0,0.3333333333333333,-0.3333333333333333,0.8333333333333334,0.8333333333333334,-16.0
